Supplier,OnTimeDelivery,DefectRate,CostVariance,ComplianceScore
Supplier_34404,66,9,25,68
Supplier_34405,82,12,6,78
Supplier_34406,68,5,2,87
Supplier_34407,68,10,13,89
Supplier_34408,80,4,9,82
Supplier_34409,87,2,2,47
Supplier_3441,65,5,9,97
Supplier_34410,76,1,9,81
Supplier_34411,61,7,6,100
Supplier_34412,67,15,-3,55
Supplier_34413,58,12,12,55
Supplier_34414,60,6,11,66
Supplier_34415,61,8,10,86
Supplier_34416,79,5,-1,84
Supplier_34417,63,9,6,61
Supplier_34418,87,9,0,58
Supplier_34419,85,8,4,62
Supplier_3442,90,20,-3,90
Supplier_34420,96,0,14,67
Supplier_34421,79,17,6,59
Supplier_34422,80,12,16,79
Supplier_34423,80,7,16,90
Supplier_34424,67,0,1,77
Supplier_34425,78,4,19,55
Supplier_34426,91,12,25,58
Supplier_34427,100,17,16,66
Supplier_34428,77,16,6,95
Supplier_34429,74,5,25,71
Supplier_3443,89,20,8,83
Supplier_34430,81,3,21,85
Supplier_34431,83,14,20,57
Supplier_34432,67,15,8,45
Supplier_34433,90,15,12,100
Supplier_34434,77,11,13,100
Supplier_34435,87,4,12,79
Supplier_34436,95,3,20,68
Supplier_34437,81,3,21,43
Supplier_34438,82,6,16,78
Supplier_34439,86,17,15,46
Supplier_3444,70,2,18,63
Supplier_34440,96,5,8,74
Supplier_34441,64,2,17,78
Supplier_34442,92,13,1,88
Supplier_34443,81,13,14,80
Supplier_34444,73,7,22,69
Supplier_34445,78,22,9,100
Supplier_34446,74,6,4,80
Supplier_34447,62,13,14,96
Supplier_34448,78,8,3,71
Supplier_34449,87,0,4,73
Supplier_3445,80,14,4,100
Supplier_34450,78,3,7,69
Supplier_34451,74,14,16,86
Supplier_34452,71,9,3,60
Supplier_34453,71,9,3,37
Supplier_34454,57,10,18,75
Supplier_34455,61,12,10,69
Supplier_34456,88,7,14,91
Supplier_34457,65,9,2,90
Supplier_34458,86,9,2,45
Supplier_34459,77,2,6,77
Supplier_3446,67,5,9,84
Supplier_34460,100,5,14,93
Supplier_34461,75,16,-1,81
Supplier_34462,74,1,9,73
Supplier_34463,77,12,12,100
Supplier_34464,74,5,3,71
Supplier_34465,73,0,11,31
Supplier_34466,92,11,27,35
Supplier_34467,100,8,16,75
Supplier_34468,79,15,25,68
Supplier_34469,66,11,27,75
Supplier_3447,63,17,-6,80
Supplier_34470,72,3,21,80
Supplier_34471,84,15,11,43
Supplier_34472,64,12,14,61
Supplier_34473,95,15,6,81
Supplier_34474,73,12,19,79
Supplier_34475,82,1,8,73
Supplier_34476,97,0,27,86
Supplier_34477,82,6,16,50
Supplier_34478,83,6,7,70
Supplier_34479,90,16,14,70
Supplier_3448,78,6,9,56
Supplier_34480,98,4,8,90
Supplier_34481,63,3,19,83
Supplier_34482,88,15,5,87
Supplier_34483,93,15,17,95
Supplier_34484,59,4,12,52
Supplier_34485,80,6,11,100
Supplier_34486,66,10,6,100
Supplier_34487,67,9,5,84
Supplier_34488,85,6,12,63
Supplier_34489,78,3,3,62
Supplier_3449,84,2,6,69
Supplier_34490,79,0,8,81
Supplier_34491,70,6,18,100
Supplier_34492,66,15,7,78
Supplier_34493,66,7,8,36
Supplier_34494,60,15,18,58
Supplier_34495,62,10,10,79
Supplier_34496,94,4,14,74
Supplier_34497,63,9,2,40
Supplier_34498,87,15,7,70
Supplier_34499,91,1,8,76
Supplier_345,77,4,14,80
Supplier_3450,75,0,16,92
Supplier_34500,93,7,19,89
Supplier_34501,77,13,10,80
Supplier_34502,75,7,18,90
Supplier_34503,83,5,10,100
Supplier_34504,69,5,-3,75
Supplier_34505,78,0,12,53
Supplier_34506,100,11,18,66
Supplier_34507,98,12,21,81
Supplier_34508,76,12,18,77
Supplier_34509,65,13,13,47
Supplier_3451,67,8,10,100
Supplier_34510,77,2,21,83
Supplier_34511,86,12,22,56
Supplier_34512,71,17,9,47
Supplier_34513,100,18,8,100
Supplier_34514,81,9,10,86
Supplier_34515,92,7,11,66
Supplier_34516,92,0,21,100
Supplier_34517,93,2,15,64
Supplier_34518,84,5,11,71
Supplier_34519,83,14,14,71
Supplier_3452,58,7,12,67
Supplier_34520,100,4,8,72
Supplier_34521,61,10,13,76
Supplier_34522,89,12,5,74
Supplier_34523,86,16,28,88
Supplier_34524,65,1,16,48
Supplier_34525,81,9,12,93
Supplier_34526,61,10,10,100
Supplier_34527,67,13,0,79
Supplier_34528,79,2,2,64
Supplier_34529,84,4,4,60
Supplier_3453,64,3,9,35
Supplier_34530,84,1,14,81
Supplier_34531,70,5,16,94
Supplier_34532,65,14,7,48
Supplier_34533,65,0,8,72
Supplier_34534,67,10,26,65
Supplier_34535,69,18,15,69
Supplier_34536,77,3,6,100
Supplier_34537,71,9,4,63
Supplier_34538,92,12,0,70
Supplier_34539,88,5,11,71
Supplier_3454,62,7,12,61
Supplier_34540,94,0,17,69
Supplier_34541,78,11,7,93
Supplier_34542,89,8,13,77
Supplier_34543,77,2,9,100
Supplier_34544,80,5,13,77
Supplier_34545,81,2,11,57
Supplier_34546,100,8,10,52
Supplier_34547,97,17,13,66
Supplier_34548,73,16,12,70
Supplier_34549,64,14,22,53
Supplier_3455,51,5,10,79
Supplier_34550,71,0,22,100
Supplier_34551,95,12,22,63
Supplier_34552,68,13,16,60
Supplier_34553,100,13,3,100
Supplier_34554,76,7,17,100
Supplier_34555,87,6,4,76
Supplier_34556,94,0,27,98
Supplier_34557,84,4,12,66
Supplier_34558,92,8,4,81
Supplier_34559,82,14,16,42
Supplier_3456,95,7,9,81
Supplier_34560,93,6,10,76
Supplier_34561,63,3,26,83
Supplier_34562,89,13,5,71
Supplier_34563,82,10,7,99
Supplier_34564,53,8,15,51
Supplier_34565,70,9,8,88
Supplier_34566,76,6,-1,100
Supplier_34567,63,8,8,81
Supplier_34568,84,5,11,61
Supplier_34569,84,4,5,44
Supplier_3457,71,12,5,57
Supplier_34570,77,0,9,76
Supplier_34571,75,15,5,100
Supplier_34572,69,9,4,60
Supplier_34573,69,5,10,53
Supplier_34574,65,8,24,56
Supplier_34575,65,12,8,50
Supplier_34576,88,2,4,98
Supplier_34577,66,11,-3,87
Supplier_34578,84,10,11,75
Supplier_34579,90,8,8,73
Supplier_3458,84,13,8,54
Supplier_34580,92,5,18,80
Supplier_34581,89,17,-3,73
Supplier_34582,79,7,15,68
Supplier_34583,76,6,4,100
Supplier_34584,72,1,3,98
Supplier_34585,76,0,13,49
Supplier_34586,94,11,17,66
Supplier_34587,96,18,24,93
Supplier_34588,76,16,25,79
Supplier_34589,63,8,18,83
Supplier_3459,86,1,11,58
Supplier_34590,77,0,23,87
Supplier_34591,87,9,15,57
Supplier_34592,64,11,12,78
Supplier_34593,99,14,5,71
Supplier_34594,73,14,7,80
Supplier_34595,92,0,22,64
Supplier_34596,95,0,20,74
Supplier_34597,81,0,14,30
Supplier_34598,80,5,11,71
Supplier_34599,88,14,21,75
Supplier_346,97,12,19,50
Supplier_3460,92,2,10,59
Supplier_34600,100,9,16,91
Supplier_34601,63,5,10,81
Supplier_34602,89,13,0,98
Supplier_34603,87,16,17,89
Supplier_34604,62,12,21,62
Supplier_34605,74,11,4,100
Supplier_34606,66,9,1,100
Supplier_34607,62,12,6,73
Supplier_34608,82,7,1,51
Supplier_34609,82,9,4,58
Supplier_3461,90,14,1,70
Supplier_34610,73,2,14,73
Supplier_34611,65,8,14,100
Supplier_34612,57,12,6,60
Supplier_34613,61,10,9,71
Supplier_34614,63,7,27,68
Supplier_34615,58,12,12,87
Supplier_34616,86,7,14,61
Supplier_34617,64,12,1,50
Supplier_34618,82,4,0,72
Supplier_34619,88,4,3,61
Supplier_3462,88,4,11,59
Supplier_34620,94,0,7,63
Supplier_34621,81,18,-1,84
Supplier_34622,85,7,14,62
Supplier_34623,77,6,7,100
Supplier_34624,80,0,2,74
Supplier_34625,78,1,14,57
Supplier_34626,91,12,17,55
Supplier_34627,96,19,32,89
Supplier_34628,79,17,18,95
Supplier_34629,69,12,27,54
Supplier_3463,82,5,18,100
Supplier_34630,80,0,24,80
Supplier_34631,84,12,24,39
Supplier_34632,70,12,25,61
Supplier_34633,90,12,11,99
Supplier_34634,74,9,14,88
Supplier_34635,91,10,7,86
Supplier_34636,96,6,19,69
Supplier_34637,78,4,12,54
Supplier_34638,80,8,13,80
Supplier_34639,86,15,20,78
Supplier_3464,78,0,12,93
Supplier_34640,100,11,1,99
Supplier_34641,72,4,19,88
Supplier_34642,89,12,5,90
Supplier_34643,83,11,15,83
Supplier_34644,67,8,23,83
Supplier_34645,87,17,6,87
Supplier_34646,76,12,6,95
Supplier_34647,60,14,7,66
Supplier_34648,92,6,-3,69
Supplier_34649,89,9,3,61
Supplier_3465,80,0,19,69
Supplier_34650,74,2,4,78
Supplier_34651,77,10,6,80
Supplier_34652,60,22,7,70
Supplier_34653,63,4,2,63
Supplier_34654,67,9,27,66
Supplier_34655,63,9,13,59
Supplier_34656,87,7,9,86
Supplier_34657,67,12,6,49
Supplier_34658,90,9,-1,64
Supplier_34659,77,5,5,66
Supplier_3466,91,7,19,68
Supplier_34660,98,2,10,81
Supplier_34661,82,17,-4,81
Supplier_34662,77,5,13,72
Supplier_34663,78,6,4,99
Supplier_34664,63,2,3,90
Supplier_34665,76,1,13,72
Supplier_34666,100,7,16,68
Supplier_34667,100,17,21,87
Supplier_34668,78,14,26,73
Supplier_34669,58,13,24,73
Supplier_3467,96,12,26,68
Supplier_34670,80,0,19,88
Supplier_34671,89,12,23,50
Supplier_34672,69,12,22,66
Supplier_34673,94,12,0,100
Supplier_34674,70,15,11,90
Supplier_34675,97,5,21,71
Supplier_34676,90,1,17,100
Supplier_34677,86,0,11,37
Supplier_34678,77,6,3,78
Supplier_34679,86,13,4,64
Supplier_3468,80,17,13,82
Supplier_34680,98,6,11,65
Supplier_34681,64,2,12,75
Supplier_34682,94,14,8,100
Supplier_34683,83,14,12,96
Supplier_34684,61,5,17,49
Supplier_34685,79,16,9,100
Supplier_34686,75,4,9,100
Supplier_34687,64,11,10,84
Supplier_34688,85,9,-2,74
Supplier_34689,79,4,-4,70
Supplier_3469,62,10,18,76
Supplier_34690,75,0,20,51
Supplier_34691,76,8,19,100
Supplier_34692,68,15,4,69
Supplier_34693,68,3,3,53
Supplier_34694,63,10,15,76
Supplier_34695,67,12,12,74
Supplier_34696,89,5,16,100
Supplier_34697,61,8,-1,58
Supplier_34698,90,6,-5,50
Supplier_34699,83,2,18,68
Supplier_347,92,15,24,86
Supplier_3470,76,4,24,83
Supplier_34700,100,1,17,77
Supplier_34701,77,17,-5,75
Supplier_34702,86,1,9,70
Supplier_34703,80,6,18,100
Supplier_34704,70,6,3,88
Supplier_34705,76,10,18,67
Supplier_34706,95,3,16,51
Supplier_34707,98,15,25,82
Supplier_34708,84,14,15,90
Supplier_34709,64,10,18,60
Supplier_3471,84,14,22,30
Supplier_34710,68,3,23,81
Supplier_34711,79,10,15,42
Supplier_34712,76,17,20,47
Supplier_34713,99,14,7,100
Supplier_34714,77,13,14,97
Supplier_34715,89,3,17,77
Supplier_34716,91,8,15,83
Supplier_34717,82,0,10,73
Supplier_34718,85,8,14,79
Supplier_34719,85,12,18,65
Supplier_3472,65,12,12,57
Supplier_34720,100,4,14,81
Supplier_34721,62,3,17,88
Supplier_34722,88,14,4,66
Supplier_34723,91,13,12,53
Supplier_34724,68,8,26,53
Supplier_34725,77,6,10,100
Supplier_34726,70,9,10,100
Supplier_34727,55,17,3,65
Supplier_34728,86,4,13,67
Supplier_34729,89,6,-9,61
Supplier_3473,98,13,7,75
Supplier_34730,75,2,1,92
Supplier_34731,69,2,18,100
Supplier_34732,62,10,15,64
Supplier_34733,72,2,5,37
Supplier_34734,60,10,20,80
Supplier_34735,61,18,11,76
Supplier_34736,84,3,15,100
Supplier_34737,68,9,3,74
Supplier_34738,86,11,-4,61
Supplier_34739,87,3,14,72
Supplier_3474,69,8,14,100
Supplier_34740,93,3,12,72
Supplier_34741,89,17,2,79
Supplier_34742,78,9,14,82
Supplier_34743,86,2,1,71
Supplier_34744,87,0,-1,87
Supplier_34745,76,1,19,72
Supplier_34746,97,6,25,57
Supplier_34747,97,15,14,76
Supplier_34748,87,18,17,83
Supplier_34749,63,13,18,73
Supplier_3475,87,2,9,79
Supplier_34750,78,0,16,86
Supplier_34751,85,13,20,57
Supplier_34752,65,14,15,40
Supplier_34753,100,15,5,83
Supplier_34754,73,13,9,98
Supplier_34755,92,4,12,74
Supplier_34756,96,7,12,73
Supplier_34757,82,0,15,63
Supplier_34758,83,4,4,49
Supplier_34759,89,11,18,64
Supplier_3476,90,4,27,82
Supplier_34760,98,12,13,78
Supplier_34761,69,8,23,81
Supplier_34762,99,14,4,100
Supplier_34763,86,16,14,61
Supplier_34764,65,5,25,60
Supplier_34765,76,8,11,99
Supplier_34766,68,8,16,79
Supplier_34767,65,13,3,67
Supplier_34768,84,6,-2,88
Supplier_34769,82,1,-3,55
Supplier_3477,88,3,10,58
Supplier_34770,76,0,10,86
Supplier_34771,67,9,6,85
Supplier_34772,57,12,2,69
Supplier_34773,65,6,12,42
Supplier_34774,59,18,14,70
Supplier_34775,64,17,10,87
Supplier_34776,88,7,7,95
Supplier_34777,69,12,5,82
Supplier_34778,88,10,-5,81
Supplier_34779,92,6,6,91
Supplier_3478,76,7,7,77
Supplier_34780,94,0,14,74
Supplier_34781,80,15,-3,68
Supplier_34782,83,6,6,69
Supplier_34783,80,7,20,79
Supplier_34784,79,2,4,94
Supplier_34785,81,0,10,57
Supplier_34786,100,5,19,36
Supplier_34787,98,13,14,72
Supplier_34788,73,15,13,63
Supplier_34789,65,10,22,74
Supplier_3479,92,14,20,64
Supplier_34790,77,9,23,79
Supplier_34791,86,14,22,58
Supplier_34792,68,9,17,58
Supplier_34793,96,14,7,98
Supplier_34794,69,11,9,93
Supplier_34795,89,5,18,48
Supplier_34796,85,0,19,62
Supplier_34797,84,1,16,63
Supplier_34798,82,3,5,79
Supplier_34799,90,13,16,44
Supplier_348,73,14,15,70
Supplier_3480,100,3,10,79
Supplier_34800,88,5,4,95
Supplier_34801,64,4,17,73
Supplier_34802,98,19,6,85
Supplier_34803,91,16,18,97
Supplier_34804,68,6,19,56
Supplier_34805,78,11,6,100
Supplier_34806,65,4,6,96
Supplier_34807,64,13,10,71
Supplier_34808,83,2,5,61
Supplier_34809,82,7,-5,51
Supplier_3481,63,3,14,77
Supplier_34810,76,5,5,59
Supplier_34811,57,6,8,100
Supplier_34812,62,12,10,47
Supplier_34813,63,7,7,62
Supplier_34814,70,7,18,65
Supplier_34815,61,11,9,50
Supplier_34816,86,6,10,100
Supplier_34817,67,6,5,50
Supplier_34818,84,8,-5,36
Supplier_34819,89,4,12,63
Supplier_3482,82,16,6,79
Supplier_34820,89,0,16,57
Supplier_34821,88,19,3,87
Supplier_34822,80,5,9,74
Supplier_34823,86,8,5,89
Supplier_34824,63,1,9,83
Supplier_34825,69,1,11,53
Supplier_34826,95,11,10,40
Supplier_34827,100,18,7,76
Supplier_34828,77,19,13,63
Supplier_34829,66,16,22,41
Supplier_3483,87,12,14,91
Supplier_34830,81,6,14,75
Supplier_34831,87,6,24,63
Supplier_34832,65,16,14,79
Supplier_34833,98,12,8,89
Supplier_34834,71,13,6,96
Supplier_34835,90,4,9,82
Supplier_34836,91,1,16,98
Supplier_34837,81,3,12,62
Supplier_34838,86,8,10,60
Supplier_34839,85,12,17,63
Supplier_3484,64,4,11,75
Supplier_34840,93,11,14,98
Supplier_34841,66,5,25,83
Supplier_34842,94,15,0,86
Supplier_34843,87,17,10,63
Supplier_34844,63,6,18,78
Supplier_34845,79,10,5,71
Supplier_34846,76,2,5,86
Supplier_34847,64,14,9,82
Supplier_34848,76,2,8,77
Supplier_34849,85,10,3,72
Supplier_3485,73,9,11,81
Supplier_34850,75,5,16,61
Supplier_34851,65,10,13,86
Supplier_34852,65,8,8,79
Supplier_34853,67,5,8,61
Supplier_34854,67,10,26,72
Supplier_34855,59,8,9,66
Supplier_34856,88,6,0,77
Supplier_34857,67,9,7,49
Supplier_34858,87,15,-1,47
Supplier_34859,87,1,18,82
Supplier_3486,70,2,4,100
Supplier_34860,97,7,18,89
Supplier_34861,82,11,4,71
Supplier_34862,84,5,18,79
Supplier_34863,78,9,11,100
Supplier_34864,73,4,2,93
Supplier_34865,83,1,9,48
Supplier_34866,93,8,18,41
Supplier_34867,95,12,21,71
Supplier_34868,82,14,14,78
Supplier_34869,58,15,16,67
Supplier_3487,69,8,5,74
Supplier_34870,80,4,25,79
Supplier_34871,82,14,24,37
Supplier_34872,67,15,12,60
Supplier_34873,93,16,1,97
Supplier_34874,78,13,18,91
Supplier_34875,85,0,11,54
Supplier_34876,98,0,22,83
Supplier_34877,79,0,20,46
Supplier_34878,91,6,2,66
Supplier_34879,87,21,21,58
Supplier_3488,84,7,1,68
Supplier_34880,100,14,15,100
Supplier_34881,61,5,16,98
Supplier_34882,90,11,8,82
Supplier_34883,93,8,16,81
Supplier_34884,58,9,20,80
Supplier_34885,74,14,8,91
Supplier_34886,74,8,16,99
Supplier_34887,59,12,10,96
Supplier_34888,83,2,0,82
Supplier_34889,87,5,-4,60
Supplier_3489,82,8,1,68
Supplier_34890,71,5,13,89
Supplier_34891,73,2,10,82
Supplier_34892,58,9,5,57
Supplier_34893,68,5,15,52
Supplier_34894,65,14,19,43
Supplier_34895,61,9,8,93
Supplier_34896,83,10,17,76
Supplier_34897,68,11,5,59
Supplier_34898,83,8,10,59
Supplier_34899,91,4,13,66
Supplier_349,61,12,14,58
Supplier_3490,71,6,8,89
Supplier_34900,100,2,15,93
Supplier_34901,90,14,-7,75
Supplier_34902,81,10,13,67
Supplier_34903,79,7,9,99
Supplier_34904,73,0,9,63
Supplier_34905,78,3,13,83
Supplier_34906,97,8,9,57
Supplier_34907,100,15,12,53
Supplier_34908,84,16,17,88
Supplier_34909,64,9,18,50
Supplier_3491,68,7,1,100
Supplier_34910,71,0,11,82
Supplier_34911,82,11,16,39
Supplier_34912,71,11,8,79
Supplier_34913,92,16,6,81
Supplier_34914,76,15,15,100
Supplier_34915,88,6,19,77
Supplier_34916,91,5,23,69
Supplier_34917,86,0,11,46
Supplier_34918,90,10,8,81
Supplier_34919,88,19,13,52
Supplier_3492,62,13,12,47
Supplier_34920,95,4,4,78
Supplier_34921,59,1,14,81
Supplier_34922,92,16,8,68
Supplier_34923,83,21,16,68
Supplier_34924,63,3,17,44
Supplier_34925,77,10,3,98
Supplier_34926,63,3,7,72
Supplier_34927,69,11,1,67
Supplier_34928,76,12,11,58
Supplier_34929,85,6,-7,55
Supplier_3493,67,8,12,71
Supplier_34930,79,0,12,79
Supplier_34931,74,8,16,99
Supplier_34932,60,13,4,83
Supplier_34933,55,11,7,62
Supplier_34934,68,5,18,46
Supplier_34935,58,11,9,90
Supplier_34936,88,3,12,92
Supplier_34937,69,11,4,69
Supplier_34938,73,12,1,44
Supplier_34939,80,4,14,62
Supplier_3494,62,7,22,79
Supplier_34940,95,0,18,82
Supplier_34941,73,18,6,56
Supplier_34942,75,7,18,84
Supplier_34943,81,6,17,72
Supplier_34944,74,1,12,80
Supplier_34945,80,5,8,52
Supplier_34946,98,6,15,49
Supplier_34947,91,14,18,85
Supplier_34948,74,9,11,49
Supplier_34949,67,12,19,61
Supplier_3495,65,10,15,82
Supplier_34950,83,4,23,75
Supplier_34951,80,15,23,30
Supplier_34952,66,14,11,39
Supplier_34953,100,16,0,92
Supplier_34954,74,13,8,96
Supplier_34955,89,8,11,58
Supplier_34956,92,8,21,88
Supplier_34957,92,1,17,62
Supplier_34958,84,5,10,61
Supplier_34959,89,11,20,65
Supplier_3496,95,3,14,95
Supplier_34960,97,4,6,76
Supplier_34961,61,7,18,79
Supplier_34962,92,22,4,100
Supplier_34963,87,16,12,74
Supplier_34964,63,5,26,62
Supplier_34965,78,14,8,87
Supplier_34966,68,5,-7,93
Supplier_34967,58,15,5,79
Supplier_34968,83,5,-10,55
Supplier_34969,84,5,-3,63
Supplier_3497,70,14,10,56
Supplier_34970,76,0,11,90
Supplier_34971,61,8,12,82
Supplier_34972,67,7,5,48
Supplier_34973,67,6,4,41
Supplier_34974,67,9,14,69
Supplier_34975,65,17,18,49
Supplier_34976,81,8,10,78
Supplier_34977,68,9,1,67
Supplier_34978,84,10,5,53
Supplier_34979,82,8,15,98
Supplier_3498,86,9,2,72
Supplier_34980,99,0,8,93
Supplier_34981,90,15,-3,54
Supplier_34982,86,4,7,63
Supplier_34983,83,10,5,100
Supplier_34984,74,0,1,100
Supplier_34985,78,2,19,42
Supplier_34986,92,11,23,65
Supplier_34987,97,18,23,48
Supplier_34988,83,17,22,91
Supplier_34989,71,18,27,68
Supplier_3499,85,7,9,76
Supplier_34990,74,0,14,86
Supplier_34991,76,12,16,58
Supplier_34992,63,12,17,39
Supplier_34993,100,9,11,87
Supplier_34994,81,9,7,86
Supplier_34995,95,4,21,73
Supplier_34996,100,0,22,76
Supplier_34997,81,0,20,79
Supplier_34998,81,8,6,81
Supplier_34999,82,12,20,70
Supplier_35,93,0,8,64
Supplier_350,76,1,14,77
Supplier_3500,96,0,11,65
Supplier_35000,93,7,8,100
Supplier_35001,68,11,12,90
Supplier_35002,98,14,8,74
Supplier_35003,89,13,20,92
Supplier_35004,63,4,18,68
Supplier_35005,73,17,7,79
Supplier_35006,72,5,6,83
Supplier_35007,64,13,6,76
Supplier_35008,75,4,13,64
Supplier_35009,90,4,4,63
Supplier_3501,88,11,-7,97
Supplier_35010,75,3,4,84
Supplier_35011,72,5,7,99
Supplier_35012,63,13,7,44
Supplier_35013,66,6,7,52
Supplier_35014,61,9,15,47
Supplier_35015,62,12,15,68
Supplier_35016,90,11,8,95
Supplier_35017,66,13,-1,71
Supplier_35018,82,8,3,46
Supplier_35019,86,6,1,85
Supplier_3502,77,12,12,59
Supplier_35020,99,3,20,62
Supplier_35021,88,11,-2,79
Supplier_35022,85,7,11,70
Supplier_35023,81,6,13,85
Supplier_35024,72,0,7,82
Supplier_35025,78,5,17,30
Supplier_35026,94,5,16,50
Supplier_35027,100,9,12,75
Supplier_35028,83,19,17,92
Supplier_35029,69,10,16,88
Supplier_3503,81,7,10,100
Supplier_35030,75,5,28,74
Supplier_35031,82,10,15,47
Supplier_35032,63,10,11,45
Supplier_35033,90,17,8,76
Supplier_35034,68,13,10,97
Supplier_35035,90,3,10,44
Supplier_35036,97,5,26,100
Supplier_35037,86,0,12,49
Supplier_35038,81,11,7,70
Supplier_35039,85,14,19,58
Supplier_3504,74,0,4,93
Supplier_35040,95,8,9,86
Supplier_35041,62,6,20,65
Supplier_35042,95,11,-3,97
Supplier_35043,83,13,12,100
Supplier_35044,59,5,19,81
Supplier_35045,76,16,5,95
Supplier_35046,67,3,8,82
Supplier_35047,55,12,3,92
Supplier_35048,75,2,6,62
Supplier_35049,85,0,2,50
Supplier_3505,77,0,19,54
Supplier_35050,80,4,7,80
Supplier_35051,72,9,9,100
Supplier_35052,69,12,11,61
Supplier_35053,65,5,11,60
Supplier_35054,65,11,14,81
Supplier_35055,62,15,1,98
Supplier_35056,86,1,8,76
Supplier_35057,75,12,5,67
Supplier_35058,87,12,3,64
Supplier_35059,87,8,7,91
Supplier_3506,91,7,14,51
Supplier_35060,92,0,9,69
Supplier_35061,85,12,3,68
Supplier_35062,83,10,13,74
Supplier_35063,85,10,21,100
Supplier_35064,77,0,3,90
Supplier_35065,78,7,11,56
Supplier_35066,95,7,20,47
Supplier_35067,98,17,13,69
Supplier_35068,79,16,14,68
Supplier_35069,69,12,25,76
Supplier_3507,99,19,14,71
Supplier_35070,81,0,18,58
Supplier_35071,87,13,22,55
Supplier_35072,73,14,15,87
Supplier_35073,87,13,11,96
Supplier_35074,71,8,4,56
Supplier_35075,90,0,21,62
Supplier_35076,92,5,11,69
Supplier_35077,80,0,5,51
Supplier_35078,77,4,17,64
Supplier_35079,86,12,15,68
Supplier_3508,79,14,13,96
Supplier_35080,100,8,8,57
Supplier_35081,67,10,27,89
Supplier_35082,89,14,8,71
Supplier_35083,89,12,10,79
Supplier_35084,69,9,25,71
Supplier_35085,71,8,1,90
Supplier_35086,71,3,-1,100
Supplier_35087,64,11,6,63
Supplier_35088,81,10,7,63
Supplier_35089,89,6,-3,52
Supplier_3509,66,5,25,79
Supplier_35090,71,8,7,71
Supplier_35091,65,6,15,100
Supplier_35092,66,14,-1,75
Supplier_35093,58,0,1,58
Supplier_35094,67,11,11,54
Supplier_35095,65,11,16,83
Supplier_35096,90,8,6,68
Supplier_35097,65,10,2,61
Supplier_35098,88,11,9,70
Supplier_35099,81,2,10,92
Supplier_351,85,9,17,67
Supplier_3510,75,0,20,100
Supplier_35100,95,4,18,69
Supplier_35101,83,15,-4,82
Supplier_35102,76,9,9,74
Supplier_35103,82,6,14,100
Supplier_35104,69,0,1,48
Supplier_35105,80,3,22,49
Supplier_35106,100,8,17,53
Supplier_35107,93,13,19,78
Supplier_35108,79,16,16,73
Supplier_35109,58,18,23,66
Supplier_3511,89,13,20,66
Supplier_35110,74,2,12,80
Supplier_35111,87,11,15,60
Supplier_35112,63,15,15,43
Supplier_35113,100,13,12,82
Supplier_35114,74,12,15,90
Supplier_35115,90,9,15,69
Supplier_35116,91,3,17,84
Supplier_35117,87,4,11,42
Supplier_35118,85,7,11,57
Supplier_35119,81,13,10,61
Supplier_3512,61,11,12,65
Supplier_35120,92,7,12,98
Supplier_35121,53,5,22,62
Supplier_35122,87,15,-3,96
Supplier_35123,87,12,18,56
Supplier_35124,60,6,18,68
Supplier_35125,74,11,-1,100
Supplier_35126,78,8,3,100
Supplier_35127,67,13,4,86
Supplier_35128,78,4,7,71
Supplier_35129,89,0,4,30
Supplier_3513,100,16,8,100
Supplier_35130,82,2,-1,79
Supplier_35131,71,6,13,100
Supplier_35132,64,12,3,60
Supplier_35133,69,3,4,58
Supplier_35134,67,12,15,62
Supplier_35135,58,17,8,63
Supplier_35136,86,3,14,86
Supplier_35137,65,5,1,71
Supplier_35138,91,4,-5,61
Supplier_35139,84,8,19,89
Supplier_3514,66,12,10,78
Supplier_35140,94,0,10,58
Supplier_35141,87,19,5,86
Supplier_35142,81,4,19,71
Supplier_35143,89,6,9,90
Supplier_35144,71,3,-7,79
Supplier_35145,77,2,10,69
Supplier_35146,100,9,21,35
Supplier_35147,93,12,19,73
Supplier_35148,84,17,15,76
Supplier_35149,59,14,20,58
Supplier_3515,92,3,13,81
Supplier_35150,79,2,15,72
Supplier_35151,77,11,27,48
Supplier_35152,65,12,12,62
Supplier_35153,93,8,11,80
Supplier_35154,81,12,11,93
Supplier_35155,86,7,15,91
Supplier_35156,92,0,15,83
Supplier_35157,86,4,3,30
Supplier_35158,82,6,9,77
Supplier_35159,90,17,22,50
Supplier_3516,97,0,16,71
Supplier_35160,93,3,10,72
Supplier_35161,61,4,20,71
Supplier_35162,92,17,-2,71
Supplier_35163,83,12,19,99
Supplier_35164,66,0,13,58
Supplier_35165,81,15,3,97
Supplier_35166,74,5,-1,93
Supplier_35167,66,10,7,69
Supplier_35168,73,7,1,58
Supplier_35169,84,5,-3,72
Supplier_3517,81,0,12,49
Supplier_35170,76,2,7,86
Supplier_35171,75,6,10,100
Supplier_35172,61,19,8,39
Supplier_35173,56,8,5,60
Supplier_35174,60,15,19,39
Supplier_35175,60,10,5,100
